clade_name	clade_taxid	E0000355	E0000361	E0000362	E0000369	E0000376	E0000378	E0000382	E0000393	E0000404	E0000410	E0000416	E0000418	E0000419	E0000420	E0000426	E0000428	E0000432	E0000433	E0000435	E0000442	E0000466	E0000467	E0000471	E0000478	E0000480	E0000482	E0000488	E0000490	E0000495	E0000498	E0000501	E0000502	E0000516	E0000520	E0000521	E0000522	E0000527	E0000531	E0000537	E0000539	E0000540	E0001336	E0001340	E0001346	PV101516	PV101570	PV101581	PV101643	PV101656	PV101894	PV101895	PV101929	PV101945	PV101948	PV101962	PV102349	PV102418	PV102462	PV102474	PV102574	PV102580	PV19497	PV19551	PV19565	PV19588	PV19658	PV19708	PV19755	PV19834	PV19855	PV19856	PV19882	PV19936	PV19942	PV19991	PV20005	PV20541	PV20544	PV20615	PV21638	PV21671	PV21690	PV21772	PV21813	PV21876	PV23791	PV23961	PV24015	PV49580
k__Archaea	2157	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.54924	0	0	5.19855	0	0	0.20381	0	1.85297	0	0	0	0.42895	0	0	0	0	0	0	0	0.01145	0.1811	0	0	0	0	0.06248	0	0	0	0	0	0	0.0083	0	0	0	0.62537	0	0.72508	0	0
k__Archaea|p__Euryarchaeota	2157|28890	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.54924	0	0	5.19855	0	0	0.20381	0	1.85297	0	0	0	0.42895	0	0	0	0	0	0	0	0.01145	0.1811	0	0	0	0	0.06248	0	0	0	0	0	0	0.0083	0	0	0	0.62537	0	0.72508	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.54924	0	0	5.19855	0	0	0.20381	0	1.85297	0	0	0	0.42895	0	0	0	0	0	0	0	0.01145	0.1811	0	0	0	0	0.06248	0	0	0	0	0	0	0.0083	0	0	0	0.62537	0	0.72508	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.54924	0	0	5.19855	0	0	0.20381	0	1.85297	0	0	0	0.42895	0	0	0	0	0	0	0	0.01145	0.1811	0	0	0	0	0.06248	0	0	0	0	0	0	0.0083	0	0	0	0.62537	0	0.72508	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.54924	0	0	5.19855	0	0	0.20381	0	1.85297	0	0	0	0.42895	0	0	0	0	0	0	0	0.01145	0.1811	0	0	0	0	0.06248	0	0	0	0	0	0	0.0083	0	0	0	0.62537	0	0.72508	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	2157|28890|183925|2158|2159|2172	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25987	0	0	3.50371	0	0	0.09281	0	0.60374	0	0	0	0.02882	0	0	0	0	0	0	0	0.00169	0.1811	0	0	0	0	0.05576	0	0	0	0	0	0	0.0083	0	0	0	0.58676	0	0.72508	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	2157|28890|183925|2158|2159|2172|2173	0	0	0	0.08734	0	0	0.71333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25987	0	0	3.50371	0	0	0.09281	0	0.60374	0	0	0	0.02882	0	0	0	0	0	0	0	0.00169	0.1811	0	0	0	0	0.05576	0	0	0	0	0	0	0	0	0	0	0.58676	0	0.72508	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_sp_87_7	2157|28890|183925|2158|2159|2172|387957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	2157|28890|183925|2158|2159|2316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.28937	0	0	1.69484	0	0	0.111	0	1.24923	0	0	0	0.40013	0	0	0	0	0	0	0	0.00976	0	0	0	0	0	0.00672	0	0	0	0	0	0	0	0	0	0	0.03861	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2157|28890|183925|2158|2159|2316|2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06264	0	0	0	0	0	0	0	0	0	0.28937	0	0	1.69484	0	0	0.111	0	1.24923	0	0	0	0.40013	0	0	0	0	0	0	0	0.00976	0	0	0	0	0	0.00672	0	0	0	0	0	0	0	0	0	0	0.03861	0	0	0	0
k__Bacteria	2	100.0	100.0	100.0	99.91266	100.0	100.0	99.28667	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.99186	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.93736	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.20718	100.0	100.0	94.80145	100.0	100.0	99.79619	100.0	98.14703	100.0	100.0	100.0	99.57105	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.98209	99.8189	100.0	100.0	100.0	100.0	99.93752	100.0	100.0	100.0	100.0	100.0	100.0	99.9917	100.0	100.0	100.0	99.37463	100.0	99.27492	100.0	100.0
k__Bacteria|p__Actinobacteria	2|201174	3.30286	0.48618	0.48478	1.16866	7.05023	0.86226	0.84253	2.52547	0.31333	0.26241	13.69099	1.61055	4.61799	2.59165	0.67338	0.89649	2.15498	2.68799	2.17009	0.99617	2.82178	1.09686	1.79715	5.24015	0.46882	0.6121	3.50005	0.17956	1.39232	0.99154	1.52403	1.473	2.15852	0.1369	0.67095	1.20362	19.07865	1.65396	0.20608	0.31539	0.04836	2.90783	1.52418	1.776	8.21045	2.34674	0.15792	0.64888	0.46928	0.92131	7.35231	1.71374	1.76882	0.55061	0.52116	1.58667	3.27411	0.31047	2.53844	2.84952	1.39791	1.41022	5.02096	0.18887	0.48848	0.07127	3.91296	6.6341	0.92637	0.63714	0.76756	0.59167	0.19675	0.44062	10.02313	0.07798	0.85446	0.30871	0.93011	0.28616	1.4463	3.49581	2.45008	0.41727	0.65246	1.03873	2.9244	0.16015	0.20862
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	2.59644	0.01821	0.27088	0.33917	2.33881	0.65674	0.47108	2.52547	0.27216	0.11398	11.74993	0.26706	4.61443	2.519	0.53021	0	0.44569	2.00561	1.42433	0.37244	1.91592	0.00286	1.00344	0.0087	0.3445	0.47561	3.23004	0	0.76304	0.10764	0.11329	1.21435	1.40743	0.1212	0.27039	0.30816	18.54198	1.55108	0.03437	0	0.04836	2.58843	0.49058	0.24034	6.56378	1.3057	0	0.00545	0.03122	0.21617	3.67863	0.78854	1.52291	0.24268	0.03977	0.53357	1.99764	0.08105	1.53366	1.76941	1.21889	0.05001	4.82985	0.06423	0.03885	0.0405	1.16675	0.08215	0.00266	0.51917	0.35577	0.32126	0.06995	0.22662	7.0628	0	0.14169	0.01741	0.50256	0.02247	0.20917	3.49581	0.04056	0.23592	0.23657	0	2.1395	0.06683	0.06397
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.03736	0.00199	0.03896	0.00259	0.00042	0.00166	0	0.00024	0.00306	0	0.00019	0.00118	0.00149	0	0.00197	0	0	0	0	0.01038	0.00828	0.00256	0	0	0	0.00076	0	0	0.00067	0.01888	0.01054	0.00091	0.00019	0.00088	0.00113	0.00264	0	0	0	0	0.01313	0.02003	0.00189	0.00044	0.0015	0	0	0	0.03122	9e-05	0	0	0	0	0	0.00613	0.00018	0	0	0.00187	0	0	0.03458	0	0	0	0	0	0	0.00115	0	0.00878	0	0	0.0182	0	0	0	0.00048	0	0	0	0.00021	0	0	0	0	0.01156	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.03736	0.00199	0.03896	0.00259	0.00042	0.00166	0	0.00024	0.00306	0	0.00019	0.00118	0.00149	0	0.00197	0	0	0	0	0.01038	0.00828	0.00256	0	0	0	0.00076	0	0	0.00067	0.01888	0.01054	0.00091	0.00019	0.00088	0.00113	0.00264	0	0	0	0	0.01313	0.02003	0.00189	0.00044	0.0015	0	0	0	0.03122	9e-05	0	0	0	0	0	0.00613	0.00018	0	0	0.00187	0	0	0.03458	0	0	0	0	0	0	0.00115	0	0.00878	0	0	0.0182	0	0	0	0.00048	0	0	0	0.00021	0	0	0	0	0.01156	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	0.03736	0.00199	0.03896	0.00259	0.00042	0.00166	0	0.00024	0.00306	0	0.00019	0.00118	0.00149	0	0.00197	0	0	0	0	0.01038	0.00828	0.00256	0	0	0	0.00076	0	0	0.00067	0.01888	0.01054	0.00091	0.00019	0.00088	0.00113	0.00264	0	0	0	0	0.01313	0.02003	0.00189	0.00044	0.0015	0	0	0	0.03122	9e-05	0	0	0	0	0	0.00613	0.00018	0	0	0.00187	0	0	0.03458	0	0	0	0	0	0	0.00115	0	0.00878	0	0	0.0182	0	0	0	0.00048	0	0	0	0.00021	0	0	0	0	0.01156	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	2|201174|1760|2037|2049|1654|181487	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	2|201174|1760|2037|2049|1654|55565	0	0	0.00979	0	0	0	0	0	0	0	0	0.00118	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0	0.00876	0	0	0	0	0	0	0	0	0	0	0	0	0.00355	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	2|201174|1760|2037|2049|1654|1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	2|201174|1760|2037|2049|1654|1660	0.00039	0	0.00602	0.00041	0.00042	0.00077	0	0	0.00026	0	9e-05	0	0.00098	0	0.00032	0	0	0	0	0.00277	0.00428	0.00227	0	0	0	0.00076	0	0	0	0.00188	0.0007	0	0	0.0006	0.0005	0	0	0	0	0	0.00259	0.00223	0.00089	0.00044	0.00052	0	0	0	0.00466	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0	0	0	0.00021	0	0	0	0	0.00082	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	2|201174|1760|2037|2049|1654|544580	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	2|201174|1760|2037|2049|1654|1739406	9e-05	0.00022	0.00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033	0.00336	0	0	0	0	0	0	0.00291	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	2|201174|1760|2037|2049|1654|1203556	0	0	0.00579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	2|201174|1760|2037|2049|1654|936548	0.03646	0.00063	0.00385	0.00218	0	0.0009	0	0.00024	0.0028	0	0	0	0.00051	0	0.00165	0	0	0	0	0.00673	0.00273	0	0	0	0	0	0	0	0.00067	0.00357	0.00682	0.00091	0.00019	0.00028	0.00063	0.00264	0	0	0	0	0.0102	0.01368	0.00045	0	0.00098	0	0	0	0.00198	9e-05	0	0	0	0	0	0	0.00018	0	0	0.00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00636	0	0	0	0	0	0	0	0	0	0	0	0	0.00307	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3	2|201174|1760|2037|2049|1654|1284680	0.00041	0.00114	0.00081	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181	2|201174|1760|2037|2049|1654|712121	0	0	0.00296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_414	2|201174|1760|2037|2049|1654|712122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448	2|201174|1760|2037|2049|1654|712124	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	2|201174|1760|2037|2049|1654|131111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0.00584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03458	0	0	0	0	0	0	0	0	0.00878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	2|201174|1760|2037|2049|1654|1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	2.54526	0.01622	0.21938	0.33425	2.32282	0.65507	0.4434	2.52421	0.26764	0.11398	11.74974	0.26588	4.61295	2.519	0.5261	0	0.44569	2.00538	1.42321	0.3492	1.90463	0	1.00344	0.0087	0.3445	0.47485	3.22953	0	0.76237	0.04676	0.0514	1.21344	1.40724	0.11774	0.26645	0.30553	18.54198	1.54456	0.03437	0	0	2.5684	0.48381	0.23701	6.56228	1.3057	0	0.00545	0	0.21609	3.67863	0.78661	1.52291	0.24268	0.03977	0.51808	1.99162	0.08105	1.53215	1.76742	1.21826	0.05001	4.79528	0.06423	0.03885	0.0405	1.16675	0.08215	0.00266	0.51618	0.35577	0.31248	0.06777	0.22662	7.04429	0	0.14169	0.01741	0.50208	0.02247	0.20917	3.49581	0.04035	0.23592	0.23657	0	2.13768	0.0519	0.06397
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	2.54526	0.01622	0.21938	0.33425	2.32282	0.65507	0.4434	2.52421	0.26764	0.11398	11.74974	0.26588	4.61295	2.519	0.5261	0	0.44569	2.00538	1.42321	0.3492	1.90463	0	1.00344	0.0087	0.3445	0.47485	3.22953	0	0.76237	0.04676	0.0514	1.21344	1.40724	0.11774	0.26645	0.30553	18.54198	1.54456	0.03437	0	0	2.5684	0.48381	0.23701	6.56228	1.3057	0	0.00545	0	0.21609	3.67863	0.78661	1.52291	0.24268	0.03977	0.51808	1.99162	0.08105	1.53215	1.76742	1.21826	0.05001	4.79528	0.06423	0.03885	0.0405	1.16675	0.08215	0.00266	0.51618	0.35577	0.31248	0.06777	0.22662	7.04429	0	0.14169	0.01741	0.50208	0.02247	0.20917	3.49581	0.04035	0.23592	0.23657	0	2.13768	0.0519	0.06397
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia	2|201174|1760|85004|31953|240233	0	0	0	0	0	0	0	0	0	0	0.00318	0	0.00046	0	0	0	0	0.00494	0.00049	0	0	0	0	0.00728	0	0	0	0	0	0.00232	0	0	0.00667	0	0	0.00036	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0.00057	0	0	0	0	0.00654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445	0	0	0	0.04666	0	0	0	0	0	0	0	0	0	0.00346	0	0.00223	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila	2|201174|1760|85004|31953|240233|218139	0	0	0	0	0	0	0	0	0	0	0.00318	0	0.00046	0	0	0	0	0.00494	0.00049	0	0	0	0	0.00728	0	0	0	0	0	0.00232	0	0	0.00667	0	0	0.00036	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0.00057	0	0	0	0	0.00654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445	0	0	0	0.04666	0	0	0	0	0	0	0	0	0	0.00346	0	0.00223	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia	2|201174|1760|85004|31953|419014	0	0	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	2|201174|1760|85004|31953|419014|419015	0	0	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	2.54526	0.01622	0.21813	0.33262	2.32282	0.65507	0.44163	2.52421	0.26764	0.11398	11.74656	0.26588	4.61249	2.519	0.5261	0	0.44569	2.00044	1.42271	0.3492	1.90463	0	1.00344	0.00141	0.3445	0.47485	3.22953	0	0.76237	0.04343	0.0514	1.20749	1.40057	0.11774	0.26645	0.30517	18.54198	1.54456	0.03437	0	0	2.56789	0.48381	0.23701	6.56187	1.3057	0	0.00545	0	0.21609	3.67806	0.78661	1.52291	0.24268	0.03977	0.51154	1.99162	0.08105	1.53215	1.76742	1.21826	0.05001	4.79365	0.06423	0.03885	0.0405	1.16349	0.08215	0.00266	0.51618	0.35015	0.31248	0.06777	0.22662	6.99763	0	0.14169	0.01741	0.50208	0.02247	0.20917	3.49581	0.04035	0.23592	0.2331	0	2.13532	0.0519	0.06397
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	0	0.05706	0	0	0	0	0	0	7.71625	0.003	2.82858	1.07143	0	0	0.44569	0.91317	0	0	1.07222	0	0.44009	0	0	0	0	0	0	0	0	0	0	0	0	0	18.23968	0	0	0	0	0	0	0.06975	2.83072	0	0	0	0	0	1.11598	0	1.5151	0.00409	0	0.00387	0	0	0	1.61141	0	0	0	0	0	0	0	0	0	0	0.35015	0	0	0	0	0	0	0	0	0.02228	0.15654	2.38971	0	0	0.00392	0	1.27451	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	2|201174|1760|85004|31953|1678|1681	0	0	0	0.19683	0.04189	0	0.02517	0	0	0	2.82632	0	0	0	0	0	0	0.49411	0	0	0	0	0	0	0	0.04053	0	0	0	0	0	0.29791	0	0	0	0	0	0.62388	0	0	0	0.4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15788	0	0	0	0	0.00777	0	0.05308	0	0	0	0	0	0	0	0	0.01035	0	0.22662	0	0	0	0	0	0	0	0	0	0	0.12039	0	0.00892	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	2|201174|1760|85004|31953|1678|1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
