clade_name	clade_taxid	E0000355	E0000361	E0000362	E0000369	E0000376	E0000378	E0000382	E0000393	E0000404	E0000410	E0000416	E0000418	E0000419	E0000420	E0000426	E0000428	E0000432	E0000433	E0000435	E0000442	E0000466	E0000467	E0000471	E0000478	E0000480	E0000482	E0000488	E0000490	E0000495	E0000498	E0000501	E0000502	E0000516	E0000520	E0000521	E0000522	E0000527	E0000531	E0000537	E0000539	E0000540	E0001336	E0001340	E0001346	PV101516	PV101570	PV101581	PV101643	PV101656	PV101894	PV101895	PV101929	PV101945	PV101948	PV101962	PV102349	PV102418	PV102462	PV102474	PV102574	PV102580	PV19497	PV19551	PV19565	PV19588	PV19658	PV19708	PV19755	PV19834	PV19855	PV19856	PV19882	PV19936	PV19942	PV19991	PV20005	PV20541	PV20544	PV20615	PV21638	PV21671	PV21690	PV21772	PV21813	PV21876	PV23791	PV23961	PV24015	PV49580
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	2|976|200643|171549|815|816|246787	0.0141	0.3784	0	0.0217	0.11072	0.24274	0.79913	0	0	0	0.03995	1.58079	0	4.21901	0.14531	0	0	0.01349	0.67434	0.23009	0.01294	0.0777	0.17047	0.09699	0.07033	0.00945	0.01128	0.03984	0.77278	0.17556	0.05997	1.20775	1.03452	0.08936	0	0.01829	0	0.04233	0	0.05707	0	0.45902	0.36284	0.12578	0	0.32771	0.20871	0.04927	0.41203	0	0.19795	0.30991	0	0.01068	0.021	0.04805	0	0.02279	0	0.18093	0.06406	0	0.00142	0.00199	0	0.27714	0.05219	0.15583	0	0.76443	0.83002	0.03885	0.95863	0.58601	0.03328	1.6634	0	0	0	0.01061	0.00512	0	1.17247	0	0.24736	0.04069	0.00964	1.00944	0.90881
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	2|976|200643|171549|815|816|626929	0.12317	0.00037	0	0	0.01156	0	0	0	0	0.04977	0	0	0	0	0.1343	0	0	0.02047	0.08428	0	0	0	0	0	0	0	0	0.00024	0	0.00018	0.03139	0	0	0.14111	0	0.0095	0	0	0	0.00037	0	0	0	0	0	0	1.88471	0	0	0	0.27557	0.00068	0	0.06375	0	0.01657	0	0	0	0	0	0	0	0	0.00055	0	0	0.15117	0.00065	0	0	0	4.19738	0	0	0.12569	0	0	0	0.18477	0	0	3.91186	0.04255	0.01546	0.01171	0	0	0.38645
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	2|976|200643|171549|815|816|310298	0	0	0	0	5.88619	0	0	0	0	0	0	0	0	0	0	3.59872	0	0.00034	1.01999	0	0	0	5.90022	0	2.14943	0	4.30915	0	3.65933	0.06595	0	0	0	0	4.73558	0	0	1.57073	1.44241	0	0	0	0.17041	0	0	0	0	0	0	0	0.34122	0	0.49704	0.00016	1.03709	0	0	1.58215	0	0	0	1.43748	0	0.10537	0.88519	0	0	3.21956	0	0	0	0	2.50802	0	0	0	0	0	0	1.33558	0	0	0	0	0.19019	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	2|976|200643|171549|815|816|387090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75107	0	0	0	0	0	0	0	0	0	0	0	0.03537	0	0	0	0	0	0	0	0	0	0	0.0017	0	1.22743	0	0	1.38226	4.84551	0	0	0	0.73739	0	0	0	0	0	0	0	0	0	0	0.00379	0	0	0	0	0	0	3.40746	0	0.70459	0	0	0	0	0	0	0	0	0	0	0.64743	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	2|976|200643|171549|815|816|357276	0.66306	0.00664	0.0128	0.11307	0.13982	1.83319	0.09419	0	8.54028	0.03703	0.00144	0.07239	23.71739	3.15183	4.51328	0.90673	39.78605	0.0564	0.43706	0.01238	0.31834	11.13677	0.05891	14.84635	3.05088	0.00224	0.40902	6.17852	0.05271	0.05978	27.11936	0.06241	0.00068	0.25147	0.71847	0.41878	0.02665	0.02275	0.04853	1.54107	39.75094	0.63718	1.71958	0.2184	0.05342	0.12828	0.0481	0.12448	7.06309	0	0.5102	4.49537	5.9696	1.7556	0.00012	0.08142	0.05524	0.03285	28.44204	0	0.03833	0.00116	1.27506	0.02048	0.00397	7.99294	0.289	0.0005	0.12478	0.14645	5.16627	0.80605	0.08641	4.24885	0.03247	1.44085	0.00212	0.00021	0.02449	0.12313	0.20797	0.00385	21.10747	3.38994	0.13147	0.40489	0.05604	0.093	12.98921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	2|976|200643|171549|815|816|28111	0.91257	2.33201	0	0.11132	8.65316	0	0.05103	0	0	0	0	0	0	0	0	0	0	0.03283	0	0	0	0	0	10.02575	0	0.00942	0	2.04214	2.88805	0.00111	4.40283	0	0	0	0	0.00122	0	0	0.0132	2.1349	0	0	0	0	0.25583	0	0	0.01688	0	0	0	0	0.00215	0.16168	0	0.19943	0	0.02255	0	0	0	0	0	0	0	0	0	0	0.18318	0	0	0.10302	0	1.00703	0	0.1777	0	0	0	0.01755	0.01121	0	0	0.89991	0.27489	0.00348	0	0	15.15017
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae	2|976|200643|171549|815|816|871325	0	0	0	0	0	0	0.00257	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0.0342	0	0	0	0	0.0033	0	0.00204	0	0	0	0	0.00014	0	0	0	0	0	0	0	0.00156	0	0	0	0.00071	0	0	0	0.00093	0.01243	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0.00457	0.00087	0	0	0.00153	0.0282	0	0.0046	0	0	0	0	0	0	0	0.0007	0	0	0.00038	0.01078	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	2|976|200643|171549|815|816|674529	0.0004	0.00024	0.00263	0.00204	0	0.58531	0	0.00022	0.01408	0	0.00067	0	0	0.00047	0	0	0	0.00031	0	0	0.00062	0	0	0.01049	0.00023	0	0	0.61186	0	0	0.00646	0	0	0	0	0	0.00036	0.00436	0	0	0	0	0	0	0	0	0	0	0	0.00023	0.00095	0.0058	0.00672	0	0	0	0	0	0	0	0.00024	0	0.00287	0	0.0012	3.3312	0.0029	0.00025	0	0	0.00719	0.00729	0	0.01284	0	0.0105	0	0	0	0	0.00217	0	0	0	0	0	0	0.01986	0.10146
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32	2|976|200643|171549|815|816|1263044	0	0.0017	9e-05	0.01433	0.03963	0.37881	0.01761	0	0.01071	0.01433	0	0.00238	0	0	0	0.00055	0	0.00014	0	0	0	0.04701	0.01293	0	0	0	0	0.00224	0.0396	0.01401	0.0001	0.0002	0	0	0	0	0	0.00028	0	0	0	0	0.03038	0	0	8e-05	0	0	0	0	0.01058	0	0	0	0.00226	0	0	0.00356	0	0	0	0.0015	0	0	0	0.64062	0.00102	0.00807	0	0	0	0.00299	0	0.00011	0	0.00098	0	0	0	0	0	0	0.03605	0	0.00742	0	0.00109	0	0.00192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	2|976|200643|171549|815|816|338188	0.00262	0.3561	0.58564	0.01335	0.26794	0	0.36684	0	0	0.07202	0	0	0	0	0	0.0496	0	0	0	0.03111	0.00913	0	0.01149	0.00451	0	0.01454	0.15544	0	3.70431	0	0	0.25318	1.0543	0.21893	0	0	0	0.03753	0.07259	0	0	1.36528	0	0	0	0	0	0.17565	0	0	0.30521	0	0	0	0	0	0	0.06616	0	0.01075	0	0	0	0	0.04339	0	0	0.71253	0.04826	0	0	0.56093	0.50156	0	0.29732	0.47661	0	0.02744	0.44082	0.02125	0.00153	0	0.10332	0.01235	0.13952	0.02199	0.26352	0	0.3528
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	2|976|200643|171549|815|816|626930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	2|976|200643|171549|815|816|817	0.00146	0.04228	0	0.00279	0	0.00769	0	53.56318	0.99449	0.00193	0	0	12.16263	0.22601	0.02438	0	1.1075	0.00086	0	7.69653	0	0.22247	0.10197	0	0	0.00128	0.85653	0	1.80235	0	11.92426	0.55708	0.00038	0.43307	1.50436	5.76791	1.7043	0.41694	0	26.07896	7.45277	2.22691	0.78349	0.00416	0.10078	0	0.48703	0	3.6263	0	0	0.07572	0	0	1.05872	0.63178	0.1759	0.79212	0.96998	0.03629	4.15405	0.04299	0.30405	0	0.02386	0.00449	0.02666	0.25066	0.06274	0	0	0.06768	0	0	0.07518	0.1894	0.11084	0.40908	0	0	0	3.11387	0.33377	0.00928	0	0	0.34331	0	0.1158
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus	2|976|200643|171549|815|816|384639	0	0.1091	0	0.1428	0	0.17611	0.00177	0	0	0.25476	0.22687	0.51383	0	0.54467	0	0	0	0.22457	0.29708	0	0.13369	0.30048	0	0	0.07565	0	0	0	0.27508	0.00609	0.14392	0.14141	0	0	0	0.08469	0.05097	0.12176	0.11194	0.04201	0	0.00476	0.00097	0.0207	0.07278	0	0.06553	0.10007	0.04876	0	0.5719	0	0	0	0.17798	0.08494	0	0.00022	0	0.13419	0	0	0	0	0.23245	0	0.06834	0.2467	0.09734	0.09608	0	0	0	0	0.13529	0	0	0	0	0.01545	0.24045	0	0	0.00093	0	0.02792	0	0	0.00209
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	2|976|200643|171549|815|816|329854	0.01279	0.50062	0	0.0029	0.58179	0.03398	0.5181	0	0	0	0.01732	0.30356	0	0.00064	0	0	0	0.00123	0.34055	0.22053	0.00526	0.00134	0.01978	0.29904	0.08883	0.03041	0	0.13469	0.00711	0.05535	0.00283	0.11829	0	0.02159	0.00019	0.00299	0.37286	0.00581	0	0.00022	0	0.19705	0.48796	0.02316	0	0.04733	0	0.05187	0	0.03931	0.43703	0	0.58383	0.00929	0	0	0	0.00586	0	0.02434	0.32102	0	0.00045	0.00622	0.00202	0.04417	0.21706	0.09064	0.01428	0.27453	0	0.09798	0.0012	0.04295	2.51372	0.03401	0	0	0.00987	0.02001	0.27115	0	0.17654	0	0.01736	0.00068	0.11824	0.02524	0.0057
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	2|976|200643|171549|815|816|204516	3.3645	0.86629	0.40639	0.53821	1.79636	2.54051	2.99857	0	5.31111	0.00028	0	1.28141	0	0	0	1.66878	0	0.55186	2.2726	0	0	0	0	0.18572	0	0.22934	0	0	0	0	0	1.13	2.05932	0	0	0	0	0.79047	0.16792	4.07875	0	0	4.71731	0	0	6.13862	0	0.5299	0	0.49327	2.41981	4.77235	0.69341	0.3482	0	0	0	2.12259	0	0	0	0	2.12932	0	1.42566	6.55794	0	0	0	0	0.15698	0.95103	7.2508	3.46829	0	0.00058	0.00369	0	8.58012	0.70105	0	0	6.65541	0	0	0.00066	0	1.60378	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	2|976|200643|171549|815|816|291645	0.00069	0.01818	0	0.00395	0.05596	0.0042	0.16931	0	0.00044	0.13236	0.00078	0.00516	0	0.0073	0.00212	0.00025	0	0.00049	0.07129	0.10094	0.00092	0.01587	0	0.06396	0.04143	0.00393	0.11864	0.11204	0.06661	0.00398	0.00086	0	0.02099	0.00752	0.04307	0.08684	0.00527	0.00021	0	0.0124	0.08098	0.01231	0.00261	0.00548	0.0235	0	0	0.00585	0.02789	0.01473	0	0.0031	0	0.00183	0.00479	0.00366	0	0.00126	0	0	0.01039	0.00248	0	0.0324	0	0.01948	0.01882	0.03394	0.04698	0.27144	0.02093	0.01635	0.58182	0.00954	0.02492	0.0745	0	0	0	0.00232	0	0.16234	0.00012	0	0.00628	0.01769	0.01882	0.03678	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	2|976|200643|171549|815|816|28116	0.74001	0.15689	0.07929	0.17317	0.97012	1.0663	0.58524	0	2.07752	9.81665	0.67169	0.80669	7.03611	7.75936	2.98881	0.391	0.06472	0.33431	0.49032	5.10826	0.63091	3.28298	0.8687	1.97804	0.69179	0.3183	0.46032	5.86499	2.87593	0.11481	1.14142	0.63008	1.1517	0.17285	0.75455	0.48524	0.92115	0.8873	0.01187	0.73676	2.60174	0.27356	1.49431	0.5732	1.84526	0.21138	4.77246	0.16575	1.7434	0.87776	0.06241	0.50968	0.57853	0.12116	0.92349	0.30042	2.24564	0.42341	3.27162	0.07399	1.01472	0.26125	0.14441	2.02017	0.02631	3.87188	0.83872	0.04834	0.15601	5.21666	2.47454	0.42905	0.91341	2.18183	0.57861	2.83253	0.0354	10.36267	0.2023	0.06603	0.04241	5.46007	0.62566	2.38804	0.36132	0.16776	0.06996	0.82142	0.13296
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	2|976|200643|171549|815|816|310297	0	0	0	1.57759	0	0	0	0	0	3.5313	0.37709	0	0	0	33.63484	13.47215	0	4.47169	1.991	0	17.73947	0	32.09252	0.07929	0	7.57219	0	0	0	0	0	8.62053	0	1.72207	19.13501	0	0	0	5.62763	0	0	0	2.94031	0	0.51498	13.74348	0	1.27384	0	2.40795	0	0	2.76042	0.54837	13.29563	1.40956	0	1.16269	0	0	0	10.40979	42.72451	0.06371	8.14396	0	0.21275	17.42323	4.45963	0	0	0	0.46969	22.34249	1.09666	13.66548	0.15253	0	22.87381	0	0.0527	0	0	27.63949	3.16099	5.48945	17.24862	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	2|976|200643|171549|815|816|291644	0.02651	0.6814	0	0	0	0.33421	0	0	1.07916	0	0	0.72604	0	0	0	0.07814	0	0.02241	0	0	0	0	0.407	0	0.46702	0.11464	0	0	0	0	0.26689	0.67856	0	0	0	0.26932	0.23942	0.00762	0	0	0	0	0	0	0	0	1.45382	0	0	0	0	0.32738	1.68598	0	0	0.00344	0	0.3023	0	0	0	0	0.63896	0	0.02476	1.73778	0	0.13601	0.01134	0	0	0.81224	0	0.04634	1.11194	0	0	0	0	0	0	0	1.20274	1.10178	0.00884	0.03229	0.00279	2.1966	3.264
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sartorii	2|976|200643|171549|815|816|671267	0	0	0	0	0.00227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_43_108	2|976|200643|171549|815|816|1896974	0	0	0	0	0	0	0.12573	0	0	0	0	0	0	0	0	0.02677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11163	0	0	0	0	0	0	0.13496	0	0	0	0	0	0	0	0	0	0	0	0.01127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_462	2|976|200643|171549|815|816|1262740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_661	2|976|200643|171549|815|816|1262746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_D2	2|976|200643|171549|815|816|556259	0.00721	0	0	0.00262	0.00778	0.04323	0.06344	0	0.02815	0.02529	0.00226	0.0295	0.01104	0.00408	0	0	0	0	0.00804	0.13922	0.00661	0.02536	0.00421	0.02811	0.00044	0.0016	0.00274	0.02767	0.00116	0.01144	0.03357	0.00036	0.02557	0	0.07177	0.00161	0.04621	0.01238	0	0.005	0.17773	0.00047	0.01284	0.00376	0.01217	0.00022	0.06795	0.01625	0.11519	0.00133	0.00025	0.00255	0.01351	0.0058	0	0	0.06574	0.01468	0.07854	0	0.00111	0.00036	0.01947	0.08184	0.00016	0.03894	0.01066	0.01229	0.00533	0.00093	0.00068	0.01453	0.00392	0.00804	0.0114	0.00756	0	0.01871	0	0.0002	0	1.54356	0.00756	0.00501	0.00098	0.00028	0	0.01511	0.0001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_OM05_12	2|976|200643|171549|815|816|2292283	0.054	0.30369	0	0	0.04847	0	0	0	0	0	0	0.31387	0	0	0	0	0	0	0	2.70247	0	0	0.17705	0	0	0	0	1.45152	0	0	0.0326	0.29375	0	0.00304	0	0	0	0	0.01944	0	0	0	0	0	0	0	0	0	0	0	0	0.16523	0	0	0	0	0	0	0	0	0.16076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01481	0	0	0	0	0	0.03346	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_OM08_11	2|976|200643|171549|815|816|2292284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01075	0	0	0	0	0	0	0	0	0.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02962	0	0	0	0	0	0	0.02667	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercorirosoris	2|976|200643|171549|815|816|871324	0	0	0	0	0	0	0	0	0	0	0	0.0036	0	0.00203	0	0	0	0.00175	0	0.00048	0	0.01732	0	0.01029	0	0	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	2|976|200643|171549|815|816|46506	0	11.04135	5.48387	3.43406	8.87424	3.38929	2.1611	0	27.5807	16.40185	0.00511	0	0	0	10.62686	3.60471	0	0.32998	0	0	2.12064	0	3.96572	0.68554	13.44596	1.13869	10.5749	8.60806	4.06973	0.17483	3.39515	3.25428	24.50366	0.00018	1.11119	4.6908	4.48412	0	0.20798	8.58651	0	12.06984	4.93637	0.18823	4.16831	0	8.75899	0.16191	20.46912	0	4.37728	14.41127	2.38934	0.86629	0	1.20424	0	6.38987	0	0.56148	7.54091	0	5.76982	0.23051	0.55078	8.43901	1.32547	0.00071	1.55708	10.73122	0	2.14489	0	5.85875	0.04943	1.92007	0.0266	8.38916	15.12809	0.43067	0.03369	0	0.01902	21.62104	0.29753	0.40701	1.85178	13.81774	0.00027
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	2|976|200643|171549|815|816|818	0.2572	0.93196	0.23669	0.34499	0.6698	0.23581	0.14301	19.94037	2.37628	1.18209	0.11342	0.84455	1.25829	2.89605	1.0728	1.6847	0.01847	0.1692	0.68548	3.39447	0.24843	2.8463	0.42017	1.95289	0.49356	0.3689	1.92667	0.27094	1.10771	3.24924	0.47511	0.65401	2.76201	0.04152	0.40288	0.3002	0.16876	0.64822	0.02057	3.23239	2.6404	0.21346	1.1188	0.28484	0.8396	0.15378	0.5158	0.0059	1.23018	0.75335	0.78582	1.6171	1.41077	0.05254	0.53473	0.37954	0.53605	1.4219	2.76905	0.00494	0.39946	0.56384	0.42214	0.17831	0.28382	1.37106	0.22196	0.32431	0.3571	1.27948	1.14914	0.82814	1.47459	1.7522	0.31205	1.11156	0.02654	3.98516	0.94637	0.17662	0.13789	9.92252	1.88886	0.98895	0.19077	0.04165	0.4513	3.92266	2.14094
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	2|976|200643|171549|815|816|820	3.07461	7.24706	0.05721	1.41241	3.51504	11.93986	1.88558	0	15.27439	11.57078	0.30147	4.28048	5.72375	0	2.65192	0.24766	24.86893	0.12924	5.78972	12.66484	0.86766	2.02448	3.59937	5.95875	11.86771	0.25675	4.78608	17.28552	6.95364	0.31167	1.67466	15.09148	10.68488	0.51667	0.96153	7.07214	10.40431	3.04282	0.81185	7.47503	6.93356	5.66984	8.38496	0.38163	3.78019	8.40254	1.43923	0.94759	16.08067	0.35768	8.6869	5.22091	2.15795	0.77453	0.42355	0.4851	4.44038	1.02625	7.54811	0.40472	5.70431	0.18308	0.67706	0.97437	0.1336	9.12826	0.60097	11.79887	0.71717	9.96652	20.89442	14.8369	5.43963	2.37797	9.30571	7.15526	0.01908	8.94945	6.86304	1.46861	0.49979	0.0014	13.37926	12.63021	1.1057	0.33616	3.8478	13.30334	6.82248
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	2|976|200643|171549|815|816|821	9.0813	7.25663	12.83129	3.91178	13.12094	16.09221	5.92124	0	19.44786	13.76268	3.30946	13.03785	1.65402	9.00638	0.14551	1.47797	1.44927	1.0239	13.99713	9.95428	3.85416	7.07422	4.76644	0.48663	6.24912	1.74649	12.77504	29.25017	14.59606	1.72322	1.55259	2.49262	29.40271	2.2178	10.75849	26.45716	5.56891	2.69565	1.4926	13.60437	1.78461	18.3747	8.88976	0.33352	7.42602	7.66542	31.14677	0.87502	0.23643	1.67844	4.92298	19.27836	9.0762	1.19728	1.16766	4.43138	44.18977	22.55955	1.05307	0.47733	36.151	2.47134	4.0803	1.60273	4.83174	19.42622	2.52002	10.76791	1.60901	36.09605	27.34359	2.6258	17.99955	1.39879	3.95651	10.40677	0.42233	25.24619	14.87974	1.03615	0.12354	66.03771	1.32069	2.13942	0.52261	3.89134	4.88003	28.64909	3.39455
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	2|976|200643|171549|815|816|371601	0.32468	0.68458	1.80407	0.59295	0.27422	1.28612	0.15499	0	0.33046	0.69105	0.06938	0.55834	0.15462	0.11541	0.22906	0.30206	9.19999	0.0084	0.20258	4.37738	0.17126	1.47959	0.31871	0.3076	0.89865	0.12948	0.05523	0.35227	0.66921	0.0752	0.9894	0.78591	6.8151	0.05096	0.26057	0.79853	0.16023	0.26856	0.06304	0.8404	7.53943	0.81015	0.84555	0.03034	0.35375	0.38929	5.11728	0.083	0.09746	0.06003	0.08682	3.6026	0.86118	0.21665	0.07469	0.46701	0.18767	0.53635	0.64509	0.04743	0.76345	0.04024	2.68954	0.30624	0.17136	2.13212	0.07522	0.06453	0.11874	2.42006	3.19618	0.15716	3.71271	0.24789	0.06279	5.70618	0.0112	4.1871	1.04702	0.03312	0.02452	1.18898	1.49505	0.36017	0.02718	0.03306	0.59324	2.58525	0.17587
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	2|976|200643|171549|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified	2|976|200643|171549||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium_KA00251	2|976|200643|171549|||1497953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
